title,amazon_author,amazon_rating,amazon_num_reviews,amazon_price,amazon_year,amazon_genre,conlit_genre,conlit_pubdate,conlit_author_gender,conlit_author_nationality,conlit_total_ratings,goodreads_rating,goodreads_series,goodreads_genres,goodreads_edition,goodreads_publisher,goodreads_publish_date,goodreads_first_publish_date,goodreads_awards,goodreads_num_ratings,goodreads_likedPercent,goodreads_price,nyt_published_date,nyt_list_name_encoded,nyt_price,nyt_weeks_on_list
Mockingjay (The Hunger Games),Suzanne Collins,4.5,26741,8,2012-01-01,Fiction,,,,,,4.04,The Hunger Games #3,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Post Apocalyptic', 'Science Fiction Fantasy']",First Edition,Scholastic Press,2010-08-24,,"['Locus Award Nominee for Best Young Adult Book (2011)', ""Children's Choice Book Award Nominee for Teen Choice Book of the Year (2011)"", 'Andre Norton Award Nominee (2010)', 'DABWAHA Romance Tournament for Best Young Adult Romance (2011)', 'Goodreads Choice Award for Favorite Book and for Young Adult Fantasy (2010)']",2348368.0,93.0,3.43,2014-03-02,series-books,0.0,182.0
New Moon (The Twilight Saga),Stephenie Meyer,4.6,5680,10,2009-01-01,Fiction,,,,,,3.54,The Twilight Saga #2,"['Young Adult', 'Fantasy', 'Romance', 'Vampires', 'Fiction', 'Paranormal', 'Paranormal Romance', 'Supernatural', 'Werewolves', 'Teen']",First Edition,"Little, Brown and Company",2006-09-06,,"['Books I Loved Best Yearly (BILBY) Awards for Older Readers (2010)', 'South Carolina Book Award for Young Adult Book Award (2009)', ""The Flume: New Hampshire Teen Reader's Choice Award (2008)"", 'Soaring Eagle Book Award (2007)', ""Pacific Northwest Library Association Young Reader's Choice Award for Senior (2009)""]",1466236.0,79.0,,,,,
Obama: An Intimate Portrait,Pete Souza,4.9,3192,22,2017-01-01,Non Fiction,,,,,,4.28,,"['Nonfiction', 'Photography', 'History', 'Politics', 'Biography', 'Art', 'Presidents', 'Memoir', 'Biography Memoir', 'Adult']",,"Little, Brown and Company",2017-11-07,,[],9240.0,90.0,18.34,2018-03-18,hardcover-nonfiction,0.0,12.0
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2012-01-01,Fiction,,,,,,4.35,,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Young Adult', 'Inspirational', 'Kids', 'Humor']",,Random House Books for Young Readers,1990-01-22,,[],328451.0,95.0,5.01,,,,
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2013-01-01,Fiction,,,,,,4.35,,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Young Adult', 'Inspirational', 'Kids', 'Humor']",,Random House Books for Young Readers,1990-01-22,,[],328451.0,95.0,5.01,,,,
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2014-01-01,Fiction,,,,,,4.35,,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Young Adult', 'Inspirational', 'Kids', 'Humor']",,Random House Books for Young Readers,1990-01-22,,[],328451.0,95.0,5.01,,,,
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2015-01-01,Fiction,,,,,,4.35,,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Young Adult', 'Inspirational', 'Kids', 'Humor']",,Random House Books for Young Readers,1990-01-22,,[],328451.0,95.0,5.01,,,,
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2016-01-01,Fiction,,,,,,4.35,,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Young Adult', 'Inspirational', 'Kids', 'Humor']",,Random House Books for Young Readers,1990-01-22,,[],328451.0,95.0,5.01,,,,
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017-01-01,Fiction,,,,,,4.35,,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Young Adult', 'Inspirational', 'Kids', 'Humor']",,Random House Books for Young Readers,1990-01-22,,[],328451.0,95.0,5.01,,,,
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2018-01-01,Fiction,,,,,,4.35,,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Young Adult', 'Inspirational', 'Kids', 'Humor']",,Random House Books for Young Readers,1990-01-22,,[],328451.0,95.0,5.01,,,,
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2019-01-01,Fiction,,,,,,4.35,,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Young Adult', 'Inspirational', 'Kids', 'Humor']",,Random House Books for Young Readers,1990-01-22,,[],328451.0,95.0,5.01,,,,
Old School (Diary of a Wimpy Kid #10),Jeff Kinney,4.8,6169,7,2015-01-01,Fiction,,,,,,4.32,Diary of a Wimpy Kid #10,"['Humor', 'Fiction', 'Middle Grade', 'Childrens', 'Graphic Novels', 'Realistic Fiction', 'Young Adult', 'Comedy', 'Comics', 'Juvenile']",,Amulet Books,2015-11-03,,[],40416.0,95.0,5.22,2016-11-13,series-books,0.0,398.0
One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,4.6,3163,13,2011-01-01,Non Fiction,,,,,,4.02,,"['Christian', 'Nonfiction', 'Faith', 'Christian Living', 'Spirituality', 'Christianity', 'Inspirational', 'Self Help', 'Religion', 'Christian Non Fiction']",,Zondervan,2011-01-26,2011-10-28,[],47547.0,88.0,1.49,2012-09-23,hardcover-advice,16.99,27.0
One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,4.6,3163,13,2012-01-01,Non Fiction,,,,,,4.02,,"['Christian', 'Nonfiction', 'Faith', 'Christian Living', 'Spirituality', 'Christianity', 'Inspirational', 'Self Help', 'Religion', 'Christian Non Fiction']",,Zondervan,2011-01-26,2011-10-28,[],47547.0,88.0,1.49,2012-09-23,hardcover-advice,16.99,27.0
Origin: A Novel (Robert Langdon),Dan Brown,4.3,18904,13,2017-01-01,Fiction,,,,,,3.86,Robert Langdon #5,"['Fiction', 'Thriller', 'Mystery', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Adventure', 'Novels', 'Crime', 'Adult']",First Edition,Doubleday,2017-10-03,,['Goodreads Choice Award Nominee for Mystery & Thriller (2017)'],257203.0,92.0,3.8,2018-02-11,hardcover-fiction,0.0,17.0
Outliers: The Story of Success,Malcolm Gladwell,4.6,10426,20,2009-01-01,Non Fiction,,,,,,4.16,,"['Nonfiction', 'Psychology', 'Business', 'Self Help', 'Sociology', 'Science', 'Audiobook', 'Personal Development', 'Economics', 'Leadership']",,"Little, Brown and Company",2008-11-18,2008-10-28,[],556065.0,96.0,4.64,2010-09-19,hardcover-nonfiction,27.99,93.0
Outliers: The Story of Success,Malcolm Gladwell,4.6,10426,20,2010-01-01,Non Fiction,,,,,,4.16,,"['Nonfiction', 'Psychology', 'Business', 'Self Help', 'Sociology', 'Science', 'Audiobook', 'Personal Development', 'Economics', 'Leadership']",,"Little, Brown and Company",2008-11-18,2008-10-28,[],556065.0,96.0,4.64,2010-09-19,hardcover-nonfiction,27.99,93.0
Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Rick Riordan,4.8,548,2,2010-01-01,Fiction,,,,,,4.59,Percy Jackson and the Olympians #1-5,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Adventure', 'Middle Grade', 'Greek Mythology', 'Childrens', 'Urban Fantasy', 'Action']",,Disney-Hyperion,2009-10-06,,[],28687.0,98.0,86.87,2010-04-04,series-books,0.0,141.0
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.6,10009,20,2012-01-01,Non Fiction,,,,,,4.06,Quiet,"['Nonfiction', 'Psychology', 'Self Help', 'Science', 'Business', 'Audiobook', 'Personal Development', 'Sociology', 'Leadership', 'Adult']",First Edition (U.S.),"Crown Publishing Group/Random House, Inc.",2012-01-24,,"['Guardian First Book Award Nominee for Longlist (2012)', 'Andrew Carnegie Medal Nominee for Nonfiction (Shortlist) (2015)', 'Goodreads Choice Award for Nonfiction (2012)']",323829.0,93.0,5.26,2012-03-25,hardcover-nonfiction,26.0,7.0
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.6,10009,7,2013-01-01,Non Fiction,,,,,,4.06,Quiet,"['Nonfiction', 'Psychology', 'Self Help', 'Science', 'Business', 'Audiobook', 'Personal Development', 'Sociology', 'Leadership', 'Adult']",First Edition (U.S.),"Crown Publishing Group/Random House, Inc.",2012-01-24,,"['Guardian First Book Award Nominee for Longlist (2012)', 'Andrew Carnegie Medal Nominee for Nonfiction (Shortlist) (2015)', 'Goodreads Choice Award for Nonfiction (2012)']",323829.0,93.0,5.26,2012-03-25,hardcover-nonfiction,26.0,7.0
Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,4.8,3923,16,2018-01-01,Non Fiction,,,,,,4.3,,"['Politics', 'Nonfiction', 'History', 'Audiobook', 'Political Science', 'American History', 'American', 'Social Science', 'Economics', 'Adult']",,Simon & Schuster Audio,2018-10-02,,[],4439.0,95.0,17.53,,,,
Strange Planet (Strange Planet Series),Nathan W. Pyle,4.9,9382,6,2019-01-01,Fiction,,,,,,4.33,Strange Planet #1,"['Graphic Novels', 'Humor', 'Comics', 'Fiction', 'Graphic Novels Comics', 'Comedy', 'Adult', 'Science Fiction', 'Aliens', 'Art']",,Morrow Gift,2019-11-19,,[],21310.0,93.0,5.18,2019-12-29,graphic-books-and-manga,0.0,0.0
StrengthsFinder 2.0,Tom Rath,4.0,5069,17,2009-01-01,Non Fiction,,,,,,3.94,,"['Business', 'Nonfiction', 'Self Help', 'Leadership', 'Personal Development', 'Psychology', 'Reference', 'Buisness', 'Management', 'Education']",,Gallup Press,2007-02-01,2007-01-01,[],47450.0,92.0,3.85,,,,
StrengthsFinder 2.0,Tom Rath,4.0,5069,17,2010-01-01,Non Fiction,,,,,,3.94,,"['Business', 'Nonfiction', 'Self Help', 'Leadership', 'Personal Development', 'Psychology', 'Reference', 'Buisness', 'Management', 'Education']",,Gallup Press,2007-02-01,2007-01-01,[],47450.0,92.0,3.85,,,,
StrengthsFinder 2.0,Tom Rath,4.0,5069,17,2011-01-01,Non Fiction,,,,,,3.94,,"['Business', 'Nonfiction', 'Self Help', 'Leadership', 'Personal Development', 'Psychology', 'Reference', 'Buisness', 'Management', 'Education']",,Gallup Press,2007-02-01,2007-01-01,[],47450.0,92.0,3.85,,,,
StrengthsFinder 2.0,Tom Rath,4.0,5069,17,2012-01-01,Non Fiction,,,,,,3.94,,"['Business', 'Nonfiction', 'Self Help', 'Leadership', 'Personal Development', 'Psychology', 'Reference', 'Buisness', 'Management', 'Education']",,Gallup Press,2007-02-01,2007-01-01,[],47450.0,92.0,3.85,,,,
StrengthsFinder 2.0,Tom Rath,4.0,5069,17,2013-01-01,Non Fiction,,,,,,3.94,,"['Business', 'Nonfiction', 'Self Help', 'Leadership', 'Personal Development', 'Psychology', 'Reference', 'Buisness', 'Management', 'Education']",,Gallup Press,2007-02-01,2007-01-01,[],47450.0,92.0,3.85,,,,
StrengthsFinder 2.0,Tom Rath,4.0,5069,17,2014-01-01,Non Fiction,,,,,,3.94,,"['Business', 'Nonfiction', 'Self Help', 'Leadership', 'Personal Development', 'Psychology', 'Reference', 'Buisness', 'Management', 'Education']",,Gallup Press,2007-02-01,2007-01-01,[],47450.0,92.0,3.85,,,,
StrengthsFinder 2.0,Tom Rath,4.0,5069,17,2015-01-01,Non Fiction,,,,,,3.94,,"['Business', 'Nonfiction', 'Self Help', 'Leadership', 'Personal Development', 'Psychology', 'Reference', 'Buisness', 'Management', 'Education']",,Gallup Press,2007-02-01,2007-01-01,[],47450.0,92.0,3.85,,,,
StrengthsFinder 2.0,Tom Rath,4.0,5069,17,2016-01-01,Non Fiction,,,,,,3.94,,"['Business', 'Nonfiction', 'Self Help', 'Leadership', 'Personal Development', 'Psychology', 'Reference', 'Buisness', 'Management', 'Education']",,Gallup Press,2007-02-01,2007-01-01,[],47450.0,92.0,3.85,,,,
StrengthsFinder 2.0,Tom Rath,4.0,5069,17,2017-01-01,Non Fiction,,,,,,3.94,,"['Business', 'Nonfiction', 'Self Help', 'Leadership', 'Personal Development', 'Psychology', 'Reference', 'Buisness', 'Management', 'Education']",,Gallup Press,2007-02-01,2007-01-01,[],47450.0,92.0,3.85,,,,
"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,4.5,1583,18,2009-01-01,Non Fiction,,,,,,3.99,Freakonomics,"['Nonfiction', 'Economics', 'Business', 'Science', 'Psychology', 'Sociology', 'Audiobook', 'Social Science', 'Finance', 'Politics']",,William Morrow,2009-10-20,,[],121251.0,94.0,2.78,2010-01-17,hardcover-nonfiction,29.99,11.0
Switch: How to Change Things When Change Is Hard,Chip Heath,4.6,1907,13,2010-01-01,Non Fiction,,,,,,4.04,,"['Nonfiction', 'Business', 'Psychology', 'Self Help', 'Leadership', 'Personal Development', 'Management', 'Productivity', 'Education', 'Audiobook']",,Currency,2010-02-16,,[],42766.0,93.0,5.44,2011-09-25,hardcover-business-books,26.0,0.0
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28,2010-01-01,Non Fiction,,,,,,4.25,5 Love Languages,"['Nonfiction', 'Self Help', 'Relationships', 'Psychology', 'Marriage', 'Christian', 'Personal Development', 'Audiobook', 'Love', 'Christianity']",,Northfield Publishing,2014-12-11,1990-01-01,['Audie Award for Personal Development/Motivational (2006)'],297637.0,95.0,,,,,
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28,2011-01-01,Non Fiction,,,,,,4.25,5 Love Languages,"['Nonfiction', 'Self Help', 'Relationships', 'Psychology', 'Marriage', 'Christian', 'Personal Development', 'Audiobook', 'Love', 'Christianity']",,Northfield Publishing,2014-12-11,1990-01-01,['Audie Award for Personal Development/Motivational (2006)'],297637.0,95.0,,,,,
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28,2012-01-01,Non Fiction,,,,,,4.25,5 Love Languages,"['Nonfiction', 'Self Help', 'Relationships', 'Psychology', 'Marriage', 'Christian', 'Personal Development', 'Audiobook', 'Love', 'Christianity']",,Northfield Publishing,2014-12-11,1990-01-01,['Audie Award for Personal Development/Motivational (2006)'],297637.0,95.0,,,,,
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28,2013-01-01,Non Fiction,,,,,,4.25,5 Love Languages,"['Nonfiction', 'Self Help', 'Relationships', 'Psychology', 'Marriage', 'Christian', 'Personal Development', 'Audiobook', 'Love', 'Christianity']",,Northfield Publishing,2014-12-11,1990-01-01,['Audie Award for Personal Development/Motivational (2006)'],297637.0,95.0,,,,,
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28,2014-01-01,Non Fiction,,,,,,4.25,5 Love Languages,"['Nonfiction', 'Self Help', 'Relationships', 'Psychology', 'Marriage', 'Christian', 'Personal Development', 'Audiobook', 'Love', 'Christianity']",,Northfield Publishing,2014-12-11,1990-01-01,['Audie Award for Personal Development/Motivational (2006)'],297637.0,95.0,,,,,
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2015-01-01,Non Fiction,,,,,,4.25,5 Love Languages,"['Nonfiction', 'Self Help', 'Relationships', 'Psychology', 'Marriage', 'Christian', 'Personal Development', 'Audiobook', 'Love', 'Christianity']",,Northfield Publishing,2014-12-11,1990-01-01,['Audie Award for Personal Development/Motivational (2006)'],297637.0,95.0,,,,,
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2016-01-01,Non Fiction,,,,,,4.25,5 Love Languages,"['Nonfiction', 'Self Help', 'Relationships', 'Psychology', 'Marriage', 'Christian', 'Personal Development', 'Audiobook', 'Love', 'Christianity']",,Northfield Publishing,2014-12-11,1990-01-01,['Audie Award for Personal Development/Motivational (2006)'],297637.0,95.0,,,,,
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2017-01-01,Non Fiction,,,,,,4.25,5 Love Languages,"['Nonfiction', 'Self Help', 'Relationships', 'Psychology', 'Marriage', 'Christian', 'Personal Development', 'Audiobook', 'Love', 'Christianity']",,Northfield Publishing,2014-12-11,1990-01-01,['Audie Award for Personal Development/Motivational (2006)'],297637.0,95.0,,,,,
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2018-01-01,Non Fiction,,,,,,4.25,5 Love Languages,"['Nonfiction', 'Self Help', 'Relationships', 'Psychology', 'Marriage', 'Christian', 'Personal Development', 'Audiobook', 'Love', 'Christianity']",,Northfield Publishing,2014-12-11,1990-01-01,['Audie Award for Personal Development/Motivational (2006)'],297637.0,95.0,,,,,
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2019-01-01,Non Fiction,,,,,,4.25,5 Love Languages,"['Nonfiction', 'Self Help', 'Relationships', 'Psychology', 'Marriage', 'Christian', 'Personal Development', 'Audiobook', 'Love', 'Christianity']",,Northfield Publishing,2014-12-11,1990-01-01,['Audie Award for Personal Development/Motivational (2006)'],297637.0,95.0,,,,,
The 5000 Year Leap,W. Cleon Skousen,4.8,1680,12,2009-01-01,Non Fiction,,,,,,4.27,,"['History', 'Nonfiction', 'Politics', 'Philosophy', 'American History', 'Historical', 'Government', 'Classics', 'Religion', 'Economics']",,National Center for Constitutional Studies,2006-06-01,1981-06-01,[],6668.0,94.0,5.26,,,,
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24,2009-01-01,Non Fiction,,,,,,4.12,,"['Self Help', 'Nonfiction', 'Business', 'Personal Development', 'Psychology', 'Leadership', 'Productivity', 'Management', 'Audiobook', 'Philosophy']",Anniversary Edition,Free Press,2004-11-09,1989-08-15,[],524128.0,93.0,5.0,,,,
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24,2011-01-01,Non Fiction,,,,,,4.12,,"['Self Help', 'Nonfiction', 'Business', 'Personal Development', 'Psychology', 'Leadership', 'Productivity', 'Management', 'Audiobook', 'Philosophy']",Anniversary Edition,Free Press,2004-11-09,1989-08-15,[],524128.0,93.0,5.0,,,,
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24,2012-01-01,Non Fiction,,,,,,4.12,,"['Self Help', 'Nonfiction', 'Business', 'Personal Development', 'Psychology', 'Leadership', 'Productivity', 'Management', 'Audiobook', 'Philosophy']",Anniversary Edition,Free Press,2004-11-09,1989-08-15,[],524128.0,93.0,5.0,,,,
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24,2013-01-01,Non Fiction,,,,,,4.12,,"['Self Help', 'Nonfiction', 'Business', 'Personal Development', 'Psychology', 'Leadership', 'Productivity', 'Management', 'Audiobook', 'Philosophy']",Anniversary Edition,Free Press,2004-11-09,1989-08-15,[],524128.0,93.0,5.0,,,,
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,16,2015-01-01,Non Fiction,,,,,,4.12,,"['Self Help', 'Nonfiction', 'Business', 'Personal Development', 'Psychology', 'Leadership', 'Productivity', 'Management', 'Audiobook', 'Philosophy']",Anniversary Edition,Free Press,2004-11-09,1989-08-15,[],524128.0,93.0,5.0,,,,
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,16,2016-01-01,Non Fiction,,,,,,4.12,,"['Self Help', 'Nonfiction', 'Business', 'Personal Development', 'Psychology', 'Leadership', 'Productivity', 'Management', 'Audiobook', 'Philosophy']",Anniversary Edition,Free Press,2004-11-09,1989-08-15,[],524128.0,93.0,5.0,,,,
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,16,2017-01-01,Non Fiction,,,,,,4.12,,"['Self Help', 'Nonfiction', 'Business', 'Personal Development', 'Psychology', 'Leadership', 'Productivity', 'Management', 'Audiobook', 'Philosophy']",Anniversary Edition,Free Press,2004-11-09,1989-08-15,[],524128.0,93.0,5.0,,,,
The Alchemist,Paulo Coelho,4.7,35799,39,2014-01-01,Fiction,,,,,,3.88,,"['Fiction', 'Classics', 'Fantasy', 'Philosophy', 'Novels', 'Spirituality', 'Literature', 'Self Help', 'Inspirational', 'Adventure']",25th Anniversary Edition,HarperOne,2014-04-15,1988-10-28,"['NBDB National Book Award Nominee for Translation (2015)', 'Grand Prix des lectrices de Elle for roman (1995)', 'Premio Grinzane Cavour for Narrativa Straniera (1996)', 'Corine Internationaler Buchpreis for Belletristik (2002)']",2107732.0,87.0,13.22,2017-01-22,trade-fiction-paperback,0.0,422.0
The Big Short: Inside the Doomsday Machine,Michael Lewis,4.7,3536,17,2010-01-01,Non Fiction,,,,,,4.29,Liar's Poker #2,"['Nonfiction', 'Business', 'Economics', 'Finance', 'History', 'Politics', 'Audiobook', 'Money', 'Journalism', 'Contemporary']",,W. W. Norton Company,2015-11-16,2010-03-15,"['Los Angeles Times Book Prize for Current Interest (2010)', 'Financial Times and McKinsey Business Book of the Year Nominee for Shortlist (2010)', 'Robert F. Kennedy Book Award (2011)', 'Goodreads Choice Award Nominee for Nonfiction (2010)']",132918.0,97.0,5.39,2016-05-29,hardcover-political-books,0.0,0.0
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,12361,12,2019-01-01,Non Fiction,,,,,,4.47,,"['Psychology', 'Nonfiction', 'Self Help', 'Mental Health', 'Health', 'Science', 'Social Work', 'Counselling', 'Audiobook', 'Medicine']",,Viking,2014-09-25,2014-06-12,[],38770.0,96.0,19.77,,,,
The Book of Basketball: The NBA According to The Sports Guy,Bill Simmons,4.7,858,53,2009-01-01,Non Fiction,,,,,,4.18,,"['Sports', 'Nonfiction', 'Basketball', 'History', 'Pop Culture', 'Humor', 'Unfinished', 'Biography', 'Recreation', 'Journalism']",,ESPN,2009-10-27,2009-05-05,[],31428.0,93.0,5.58,,,,
